LotFrontage,OverallCond,YearRemodAdd,MasVnrArea,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,MiscVal,SalePrice,MSZoningBin,LotShapeBin,NeighborhoodBin,HouseStyleBin,RoofStyleBin,MasVnrTypeBin,ExterQualBin,FoundationBin,BsmtQualBin,BsmtCondBin,BsmtExposureBin,BsmtFinType1Bin,BsmtFinType2Bin,HeatingQCBin,CentralAirBin,ElectricalBin,KitchenQualBin,GarageTypeBin,GarageFinishBin,GarageQualBin,PavedDriveBin,FenceBin,SaleTypeBin,MSSubClassBin,HowOld,BsmtType1Info,AllBaths,Porches,AverageRoomSize,NonObligatoryRooms,ExteriorMatAdd,FireplaceInfoAdd,OverallQualSimple,GarageCarsSimple,1stFlrSFNorm,LotAreaNorm
24.0,6,1978,0.0,0,544,855,586,7.273786317844895,0,0,2,1,3,1,28,0,0,0,0,0,11.908340237224891,4,1,3,3,1,1,2,1,3,3,2,3,3,3,2,2,2,3,2,3,3,2,1,2,32,933,2.5,0,180.125,3.0,4,4,6,2,6.75110146893676,7.736307096548285
60.0,2,1950,0.0,0,1095,1095,679,7.4815557019095165,1,0,2,0,4,2,0,0,90,0,0,0,11.37366339763672,3,1,2,3,1,1,2,1,3,2,2,3,3,2,1,2,2,2,2,2,1,2,1,3,107,0,3.0,90,197.11111111111111,2.0,4,1,4,3,6.9985096422506015,9.169622538697624
52.0,8,2006,0.0,0,768,768,0,6.675823221634848,0,0,1,0,2,1,316,0,120,0,0,0,11.603679828238693,4,1,2,1,1,1,3,1,3,3,2,3,3,5,2,2,3,2,2,2,1,2,1,1,86,0,1.0,120,132.0,2.0,6,1,5,1,6.674561391814426,9.107532151994501
80.0,5,2008,464.0,0,2046,2046,0,7.624130585661289,0,0,2,1,3,1,322,82,0,0,0,0,12.827992316801751,4,2,7,1,2,3,3,2,6,3,3,3,3,5,2,2,3,3,4,3,3,2,2,3,2,0,2.5,82,255.75,3.0,6,5,8,3,7.6236419465115715,9.379661116592885
0.0,5,1961,57.0,0,161,988,0,6.8966943316227125,1,0,1,0,3,1,0,0,0,0,0,0,11.763684183317412,4,2,3,1,2,1,2,1,3,3,2,3,3,3,2,2,2,2,2,3,3,2,1,3,47,2481,2.0,0,164.66666666666666,1.0,2,1,5,2,6.895682697747868,9.204925739274683
50.0,5,1980,0.0,119,261,923,0,6.828712071641684,0,0,2,0,2,1,80,0,0,0,0,0,11.870599909242044,4,1,4,1,1,1,2,1,4,3,2,2,2,3,2,2,2,3,3,3,3,2,1,4,31,1086,2.0,0,153.83333333333334,2.0,4,4,6,1,6.827629234502852,8.98882050177807
55.0,5,2000,0.0,0,611,793,672,7.327123292259293,0,0,1,0,3,1,0,0,56,0,0,0,11.979385322467598,2,2,3,1,1,1,2,1,3,3,2,3,3,5,2,2,2,2,2,3,3,2,1,2,78,546,1.0,56,217.14285714285714,2.0,5,1,5,1,6.742880635791903,8.412054873292933
0.0,5,1997,0.0,0,288,1291,0,7.163946684342547,1,0,1,0,2,1,307,0,0,0,0,0,12.061046873479915,4,1,5,1,1,1,2,2,4,3,3,4,3,5,2,2,3,3,2,3,3,2,1,4,13,4012,2.0,0,184.42857142857142,3.0,2,5,6,2,7.1631723908466425,7.968319500012717
90.0,5,2002,215.0,0,567,1626,0,7.419979923661835,1,0,2,0,3,1,257,45,0,0,0,0,12.560244459250788,4,2,5,1,2,3,3,2,4,3,4,4,3,5,2,2,3,3,4,3,3,2,1,3,6,4236,3.0,45,208.5,3.0,6,4,9,3,7.419380582918692,9.328034514792826
58.0,5,1998,30.0,0,1195,1195,644,7.517520850603031,0,0,2,1,4,1,0,81,0,0,0,0,12.30591798049989,4,2,7,3,1,1,3,2,4,3,2,3,3,4,2,2,2,3,4,3,3,2,1,4,13,0,2.5,81,229.875,2.0,6,1,7,2,7.085901464365611,9.727406483331627
0.0,5,1984,0.0,182,180,1190,900,7.645397699428633,1,0,2,0,3,1,219,0,0,0,0,0,12.24288661865289,4,2,7,3,1,1,3,1,4,3,3,4,2,4,2,2,3,3,4,3,3,2,1,2,24,3312,3.0,0,298.57142857142856,2.0,3,4,7,2,7.081708586105575,8.529714471969909
84.0,6,2007,0.0,0,874,874,887,7.474204806496124,0,0,3,0,3,1,144,105,0,0,0,0,12.336552511980964,5,1,6,3,1,1,3,2,4,3,2,3,3,5,2,2,3,3,4,3,3,2,2,4,1,0,3.0,105,220.125,3.0,6,1,7,2,6.773080375655535,9.23092700558457
0.0,5,2004,0.0,0,312,551,551,7.005789019253503,0,0,2,1,2,1,0,60,0,0,0,0,11.910358401381128,5,2,6,3,1,1,3,2,4,3,2,4,3,5,2,2,3,2,2,3,3,2,1,2,4,956,2.5,60,220.4,1.0,2,1,7,2,6.311734809152915,8.53817159780143
60.0,6,2007,0.0,0,474,1419,0,7.258412150595307,1,0,2,0,2,1,140,0,0,0,0,0,12.8790171187726,4,1,7,1,1,1,3,2,4,3,4,4,3,5,2,2,3,3,3,3,3,2,2,3,1,3780,3.0,0,177.375,4.0,2,5,8,2,7.257707677160043,8.998384010052538
61.0,5,2006,256.0,0,1342,1362,0,7.217443431696533,0,0,2,0,2,1,192,28,0,0,0,0,12.17921519136029,4,2,7,1,1,3,3,2,4,3,4,3,3,5,2,2,3,3,3,3,3,2,1,4,3,60,2.0,28,194.57142857142858,3.0,6,5,6,2,7.216709486709457,8.933004591578547
0.0,5,2004,147.0,0,151,848,0,6.744059186311348,1,0,1,0,1,1,149,0,0,0,0,0,11.856515169360305,3,1,5,1,1,1,3,2,4,3,5,4,3,5,2,2,3,3,3,3,3,2,1,4,5,2788,2.0,0,212.0,1.0,6,4,6,2,6.742880635791903,8.395477432732141
104.0,6,1995,1170.0,0,989,2444,1872,8.370315995555478,0,1,3,1,4,1,382,50,0,0,0,0,13.534473028231162,4,2,7,3,1,1,4,2,6,3,5,4,3,5,2,2,4,3,4,3,3,2,1,4,14,5820,4.0,50,392.3636363636364,5.0,3,7,10,3,7.8013913202914855,9.977481232444454
42.0,5,1990,293.0,0,245,1210,1281,7.832014180505469,1,0,2,1,4,1,320,27,0,0,0,0,12.721885810807203,4,2,6,3,2,1,3,2,4,3,5,4,3,5,2,2,3,3,3,3,3,2,1,4,18,3860,3.5,27,251.9,4.0,2,6,7,2,7.121252453244542,10.172712841637342
60.0,6,1968,0.0,0,1073,1073,0,6.97914527506881,0,0,1,0,2,1,0,0,112,0,0,0,11.594321103174222,4,1,2,1,1,1,2,1,3,3,2,3,3,5,2,2,2,2,2,3,3,2,1,1,86,0,1.0,112,214.6,1.0,2,1,5,1,6.9782137426306985,8.594339400592892
51.0,6,1950,0.0,0,927,927,472,7.3395376954076745,0,0,1,1,3,1,112,0,0,0,0,0,11.86005499606543,3,1,2,1,1,1,2,1,3,3,2,3,3,3,2,2,2,2,2,3,3,1,1,2,74,0,1.5,0,256.5,1.0,2,1,5,2,6.9726062513017535,8.71948076085107
54.0,6,1987,72.0,40,92,1112,0,7.037027614686276,1,0,2,0,2,1,125,0,0,0,0,0,12.078239274020289,4,2,6,1,1,1,2,1,4,4,2,4,2,4,2,2,3,3,2,3,3,2,1,3,20,3920,3.0,0,189.5,2.0,3,4,6,2,7.036148493750536,9.533293058509884
50.0,7,1950,0.0,0,0,616,0,6.424869023905388,0,0,1,0,2,1,0,0,129,0,0,0,11.396391648714276,3,1,2,1,1,1,2,1,3,3,2,2,3,4,2,2,2,2,2,3,3,2,1,1,86,1232,1.0,129,123.2,1.0,2,1,5,1,6.423246963533519,8.699681400989514
57.0,7,1952,0.0,551,219,980,0,7.046647277848756,0,1,1,0,2,1,0,0,0,0,0,0,11.72399643505017,4,2,2,1,1,1,2,2,6,4,3,2,3,2,2,1,2,2,2,3,3,2,1,3,55,420,1.5,0,164.0,3.0,2,1,5,1,7.045776576879511,8.76732914779405
65.0,8,2009,0.0,117,224,894,0,6.796823718274855,1,0,1,0,3,1,416,144,0,0,0,0,11.83862560460953,4,1,3,1,1,1,2,1,3,3,2,4,2,5,2,2,2,2,2,3,3,1,1,3,46,2212,2.0,144,149.0,1.0,2,5,5,1,6.795705775173514,9.042040056544483
59.0,5,2004,0.0,0,1375,1391,0,7.238496840894365,0,0,2,0,2,1,156,158,0,0,0,0,12.185869938212655,5,2,6,1,1,1,3,2,4,3,3,4,3,5,2,2,3,3,3,3,3,2,1,4,5,64,2.0,158,231.83333333333334,2.0,2,1,7,2,7.237778191923443,8.36240897761537
85.0,5,2002,630.0,0,526,1800,0,7.496097345175956,1,0,2,0,3,1,270,78,0,0,0,0,12.652359748158593,4,1,6,1,2,1,3,2,6,3,5,4,3,5,2,2,3,3,4,3,3,2,1,3,5,5096,3.0,78,225.0,3.0,6,5,8,3,7.495541943884256,9.570250078424845
80.0,5,1969,168.0,0,1164,1164,0,7.060476365999801,0,0,1,1,3,1,0,0,0,0,0,0,11.84939770159144,4,1,4,1,2,1,2,1,3,3,2,3,3,3,2,2,2,3,2,3,3,2,1,3,38,0,1.5,0,166.28571428571428,2.0,3,1,7,2,7.059617628291383,9.169622538697624
82.0,5,2006,466.0,0,1234,1234,1312,7.854381210652365,0,0,2,1,4,1,324,100,0,0,0,0,12.799175708864519,4,2,7,3,2,1,4,2,6,4,2,3,3,5,2,2,4,3,4,3,3,2,2,4,1,0,2.5,100,234.1818181818182,5.0,6,5,8,3,7.142036574706803,9.428591977209965
76.0,9,1996,0.0,0,360,360,780,7.502738210754851,0,0,2,0,4,2,344,0,40,0,0,0,11.84939770159144,3,1,2,3,1,1,2,1,4,3,2,3,3,4,2,2,3,2,2,3,1,1,1,2,111,0,2.0,40,201.33333333333334,2.0,2,2,5,2,6.939253946041508,8.939974177289633
70.0,5,2005,109.0,0,761,1473,0,7.3031700512368,1,0,2,0,3,1,0,35,0,144,0,0,12.269047444691562,4,1,5,1,1,1,3,2,4,3,4,4,3,5,2,2,3,3,3,3,3,2,1,3,7,2848,3.0,179,185.5,3.0,6,1,7,2,7.302496423727326,9.036106025364846
70.0,5,1950,0.0,0,0,0,720,6.996681488176539,0,0,2,0,3,2,0,0,0,0,0,3500,10.915088464214607,3,1,1,3,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,2,81,0,2.0,0,136.5,2.0,4,1,4,0,5.918893854273146,8.630700432209832
0.0,5,2002,351.0,0,424,1643,0,7.509335266016592,1,0,2,0,2,1,380,48,0,0,0,0,12.618182296357007,4,2,5,1,1,3,2,1,4,3,5,4,3,3,2,2,3,3,2,3,3,2,1,3,37,4876,3.0,48,304.0,2.0,4,5,7,2,7.508787170634276,11.65399090524883
48.0,5,2006,176.0,0,461,1324,0,7.1891677384203225,1,0,2,0,2,1,192,38,0,0,0,0,12.445089546000673,4,1,7,1,2,1,3,2,4,3,2,4,3,5,2,2,3,3,4,3,3,2,1,4,4,3452,3.0,38,189.14285714285714,3.0,2,5,8,2,7.188412736496954,8.738895704934043
65.0,5,2007,0.0,0,728,728,728,7.284134806195205,0,0,2,1,3,1,100,24,0,0,0,0,12.09815330331068,4,2,4,3,2,1,3,2,4,3,4,3,3,5,2,2,3,3,4,3,3,2,2,4,1,0,2.5,24,161.77777777777777,4.0,6,5,7,2,6.590301048196686,9.107088742165708
0.0,7,1966,41.0,0,876,876,0,6.807934943699926,0,0,1,0,3,1,0,0,0,0,0,0,11.607326140391713,4,2,3,1,1,1,2,2,3,3,2,3,3,3,2,2,2,3,2,3,3,1,1,3,43,0,1.0,0,129.14285714285714,2.0,3,1,5,1,6.806829360392176,8.876684166614451
56.0,6,2003,0.0,0,270,270,0,6.593044534142437,0,0,1,0,2,1,0,0,0,0,0,0,10.858998997563564,4,2,2,1,1,1,3,1,3,3,2,3,3,4,2,2,2,1,1,1,1,2,1,1,74,0,1.0,0,121.5,2.0,6,1,3,0,6.591673732008658,8.326274787396764
66.0,7,1950,0.0,0,859,859,319,7.072421900537371,0,0,1,0,2,1,68,0,98,0,0,0,11.540307141711446,1,1,1,1,1,1,2,1,3,3,3,3,3,4,2,2,2,2,3,3,1,2,1,2,111,0,1.0,98,147.25,4.0,2,1,4,1,6.755768921984255,9.072571442231286
40.0,5,1989,0.0,0,461,1228,0,7.113956109566034,1,0,2,0,2,1,168,120,0,0,0,0,12.14950229404178,4,2,7,1,1,1,3,2,4,3,3,4,3,4,2,2,3,3,4,3,3,2,1,4,21,3068,3.0,120,204.66666666666666,2.0,3,5,8,2,7.113142108707088,8.449342524508063
60.0,5,1970,160.0,0,171,960,0,6.8679744089702925,1,0,1,0,3,1,0,288,0,0,0,0,11.76756768334381,4,1,2,1,1,1,2,1,3,3,4,3,3,3,1,2,2,2,2,3,3,2,1,2,37,2367,2.0,288,137.14285714285714,2.0,3,1,4,2,6.866933284461882,9.197660318818809
0.0,8,2005,289.0,0,192,725,754,7.299797366758161,0,0,2,1,3,1,0,44,0,0,0,0,11.779128505744886,4,2,3,3,1,1,3,1,3,3,2,4,3,5,2,2,3,3,3,3,3,2,1,4,35,2132,2.5,44,211.28571428571428,2.0,3,1,6,2,6.586171654854675,9.511777409660299
78.0,5,1974,174.0,0,1064,1064,0,7.208600337960199,0,0,2,0,3,1,0,0,0,0,0,0,12.013700752882718,4,1,4,1,2,1,2,1,4,3,2,3,3,3,2,2,2,3,3,3,3,1,1,3,36,0,2.0,0,168.75,3.0,3,4,6,2,7.2078598714324755,9.224341891611996
60.0,8,1998,0.0,0,718,718,978,7.845807502637805,0,0,1,1,3,1,0,48,143,0,0,0,11.979799201207037,3,1,2,3,1,1,2,1,3,3,2,3,3,5,2,2,2,2,2,3,2,2,1,3,118,0,1.5,191,283.77777777777777,4.0,4,1,7,2,7.362645270417825,9.287394001418473
80.0,6,2000,0.0,0,92,1176,0,7.072421900537371,0,1,1,1,3,1,224,0,0,0,0,0,11.964001084330445,4,1,4,1,1,1,2,1,4,3,2,2,3,4,2,2,3,3,2,3,3,1,1,3,36,2168,2.0,0,196.33333333333334,1.0,3,3,5,2,7.071573364211532,9.210440366976517
96.0,5,1994,651.0,0,138,1311,1093,7.791109510610028,1,0,2,1,3,1,250,154,216,0,0,0,12.739637756265655,4,1,7,3,2,1,3,2,4,3,5,4,3,5,2,2,3,3,3,3,3,2,1,4,16,4692,3.5,370,241.8,5.0,3,4,7,3,7.1891677384203225,9.26321741157695
69.0,6,1969,0.0,0,448,971,0,6.879355804460439,0,0,1,1,3,1,0,0,0,0,0,0,11.763684183317412,4,2,5,1,1,1,2,1,4,3,5,3,3,3,2,2,2,3,2,3,3,2,1,3,38,1569,1.5,0,161.83333333333334,1.0,3,2,5,1,6.878326468291325,9.202409001649903
0.0,5,1985,0.0,0,594,1742,0,7.463363045520021,1,0,2,0,2,1,114,28,234,0,0,0,12.524526376648708,4,2,7,1,1,1,3,2,4,3,5,4,3,3,2,2,3,3,3,3,3,2,1,4,22,4592,3.0,262,290.3333333333333,2.0,3,4,8,2,7.462789157412448,8.789355452209982
0.0,5,2004,169.0,0,186,848,0,6.744059186311348,1,0,1,0,1,1,160,0,0,0,0,0,11.870599909242044,3,1,5,1,1,1,3,2,4,3,4,4,3,5,2,2,3,3,3,3,3,2,1,4,7,2648,2.0,0,212.0,1.0,6,1,6,2,6.742880635791903,8.395477432732141
70.0,7,1970,0.0,0,673,864,0,6.762729506931879,0,0,1,0,3,1,0,0,0,0,0,0,11.732060994886899,4,1,3,1,1,1,2,1,3,3,2,3,3,5,2,2,2,2,2,3,3,2,1,3,40,573,1.0,0,144.0,1.0,2,1,4,2,6.761572768804055,9.002208578282412
60.0,6,1972,0.0,0,941,941,473,7.293697720601438,0,0,2,0,4,1,0,0,0,0,156,0,11.813030057420567,4,1,2,1,1,1,2,2,3,3,2,3,3,5,2,2,2,2,2,3,3,2,1,2,55,0,2.0,156,183.75,2.0,2,1,4,1,6.904750769961838,9.00859131751613
86.0,5,2008,340.0,0,464,1698,0,7.4377951216719325,1,0,2,0,3,1,327,64,0,0,0,0,12.676076274775909,4,2,2,1,2,3,4,2,6,3,2,4,3,5,2,2,4,3,4,3,3,2,1,3,3,4936,3.0,64,188.66666666666666,4.0,6,5,9,3,7.437206366871292,9.494541392591309
60.0,6,1970,0.0,239,250,864,0,6.762729506931879,0,0,1,0,3,1,96,0,0,0,0,500,11.699405031912846,4,1,3,1,1,1,2,1,3,3,2,3,2,3,2,2,3,2,2,3,3,2,1,3,40,1125,1.0,0,144.0,1.0,3,1,4,2,6.761572768804055,8.848078421168667
0.0,9,2007,260.0,0,72,880,0,7.427144133408616,1,0,2,0,3,1,292,44,0,182,0,0,12.310432660854417,4,2,5,1,2,1,3,1,4,3,2,4,3,5,2,2,3,3,4,3,3,2,1,3,22,3232,3.0,226,280.0,1.0,3,5,6,2,7.426549072397305,9.984883190740122
64.0,5,2007,82.0,0,508,1232,0,7.117205503164344,1,0,2,0,2,1,132,0,0,0,0,0,12.178187442040638,4,1,5,1,1,3,3,2,4,3,4,4,3,5,2,2,3,3,3,3,3,2,1,3,3,2896,3.0,0,176.0,3.0,6,1,7,2,7.116394144093465,8.897682313454224
85.0,5,1958,95.0,0,1584,1584,0,7.482681828154651,1,0,2,0,4,2,0,25,0,0,0,0,11.608235644774552,4,1,3,1,1,1,2,1,3,3,2,3,3,3,2,2,2,2,2,3,3,2,1,2,52,0,3.0,25,177.6,3.0,6,1,5,3,7.4821189235521155,9.348013177101256
52.0,5,1950,0.0,0,628,780,0,7.097548850614793,0,0,1,0,2,1,0,23,112,0,0,0,11.542484267211773,3,1,1,1,1,1,2,1,3,3,2,2,3,3,2,1,2,2,2,3,3,2,1,1,85,304,1.0,135,201.33333333333334,2.0,2,1,4,2,6.742880635791903,8.738895704934043
39.0,5,1996,0.0,0,415,1595,0,7.388327859577107,1,0,2,0,2,1,237,152,0,0,0,0,12.373703486914124,4,2,7,1,1,1,3,2,4,3,2,4,3,5,2,2,3,3,3,3,3,2,1,4,16,4720,3.0,152,269.3333333333333,2.0,6,4,8,2,7.38770923908104,8.592300663903043
73.0,5,2003,442.0,0,82,868,0,7.044905117129371,1,0,2,0,3,1,160,22,0,0,0,0,12.141534124392603,4,2,6,2,1,1,3,2,6,3,4,4,3,5,2,2,3,3,4,3,3,2,1,3,5,3144,3.0,22,163.71428571428572,2.0,6,5,7,2,7.044032897274685,9.16858043772795
75.0,5,1999,202.0,0,901,1153,878,7.616775808698373,0,0,2,1,3,1,192,84,0,0,0,0,12.312682380588432,4,2,5,3,1,1,3,2,4,3,4,3,3,5,2,2,3,3,4,3,3,2,1,4,11,756,2.5,84,225.66666666666666,4.0,6,4,7,2,7.050122520269059,9.341807134718488
80.0,6,1983,0.0,0,270,864,0,7.0431599159883405,1,0,1,0,3,1,165,0,0,0,0,400,11.786001385032646,4,1,3,1,2,1,2,1,3,3,2,2,3,5,2,2,2,3,3,3,3,1,1,3,49,1188,2.0,0,163.42857142857142,2.0,3,4,5,1,7.042286171939743,9.210440366976517
0.0,5,1968,0.0,0,948,948,0,6.855408798609928,0,0,1,0,3,1,147,0,0,0,0,0,11.589886506106357,4,2,3,1,1,1,2,2,3,3,2,3,3,3,2,2,2,3,2,3,3,2,1,3,40,0,1.0,0,135.42857142857142,2.0,4,1,5,1,6.854354502255021,9.102643796520809
60.0,7,1970,0.0,0,490,880,888,7.478169694159785,0,0,1,1,2,1,0,341,0,0,0,0,12.0015054797889,3,1,2,3,1,1,2,1,4,3,3,3,3,2,1,2,2,2,2,3,1,2,1,3,93,1170,1.5,341,252.57142857142858,3.0,2,5,7,2,6.779921907472252,9.287394001418473
60.0,4,1950,0.0,0,0,0,0,6.947937068614969,0,0,2,0,2,2,0,0,0,0,0,0,11.44571671527678,4,1,3,1,1,1,2,1,1,1,1,1,1,4,1,1,2,2,2,3,3,2,1,2,57,0,2.0,0,148.57142857142858,2.0,4,1,3,2,6.946975992135418,9.053101595549691
72.0,5,2005,0.0,0,893,893,900,7.496652438168283,0,0,2,1,3,1,0,116,0,0,0,0,12.387977448827787,4,2,4,3,1,1,3,2,4,3,2,3,3,5,2,2,3,3,4,3,3,2,1,4,2,0,2.5,116,200.11111111111111,4.0,6,5,8,3,6.803505257608338,9.25569607369698
60.0,5,1988,0.0,0,0,1200,0,7.0909098220799835,3,0,3,0,3,1,120,0,0,0,0,0,12.095141084822892,4,1,2,1,1,1,2,1,4,4,5,4,3,3,2,2,2,1,1,1,3,2,1,2,23,4800,4.0,0,200.0,1.0,4,1,5,0,7.090076835776092,9.287394001418473
65.0,5,2004,0.0,0,864,864,864,7.455298485683291,0,0,2,1,3,1,187,56,0,0,0,0,12.154779351142624,4,2,5,3,1,1,3,2,4,3,2,3,3,5,2,2,3,3,3,3,3,2,1,4,6,0,2.5,56,216.0,3.0,6,1,7,2,6.761572768804055,9.139273923542323
60.0,7,2002,0.0,0,264,264,664,7.267525427828172,0,0,2,0,2,1,270,0,112,0,0,0,11.790557201568507,3,1,2,3,1,1,2,1,2,2,2,3,3,5,2,2,2,2,2,3,3,2,1,3,98,0,2.0,112,179.0,4.0,2,1,5,2,6.643789733147672,9.169622538697624
65.0,8,1996,0.0,0,80,912,0,6.816735880594968,1,1,1,0,3,1,168,0,0,0,0,0,11.863582336583399,4,2,3,1,2,1,2,1,3,3,3,4,3,4,2,2,3,2,2,3,3,2,1,3,48,3328,2.5,0,152.0,1.0,3,1,6,1,6.815639990074331,8.820108644508608
65.0,5,2001,108.0,0,1349,1349,0,7.2078598714324755,0,0,2,0,3,1,120,55,0,0,0,0,12.095141084822892,4,1,4,1,1,1,2,2,4,3,2,3,3,5,2,2,2,3,2,3,3,2,1,3,8,0,2.0,55,192.71428571428572,2.0,6,1,7,2,7.207118856207756,9.042040056544483
70.0,6,1999,0.0,0,76,520,0,7.289610521451167,0,1,2,0,3,1,302,0,0,0,100,0,12.072541252905651,4,2,3,2,1,1,2,1,4,3,4,3,3,5,2,2,2,3,3,3,3,2,1,3,47,1332,2.5,100,209.14285714285714,2.0,3,4,5,2,7.288927694521257,9.46397433028839
41.0,5,1993,0.0,0,604,1337,0,7.198931240688173,1,0,2,0,2,1,96,0,70,168,0,0,12.100712129872347,4,2,7,1,1,1,3,2,4,3,2,4,3,4,2,2,3,3,3,3,3,2,1,4,16,2932,3.0,238,222.83333333333334,2.0,3,4,8,2,7.198183577101943,8.593413217327647
0.0,9,1996,289.0,80,487,1142,1540,7.906915488678587,0,1,3,1,4,1,0,204,0,0,0,0,12.610870864650634,4,2,4,3,2,1,4,1,3,4,2,4,3,5,2,2,3,3,4,3,3,2,1,4,33,2300,4.0,204,226.25,6.0,6,5,8,2,7.069023426578259,9.100971834920818
0.0,5,2000,0.0,0,652,952,1276,7.721791776817535,0,0,2,1,4,1,224,54,0,0,0,0,12.371587084007746,4,2,4,3,1,1,3,2,4,3,2,4,3,5,2,2,3,3,4,3,3,2,1,4,10,1200,2.5,54,250.66666666666666,3.0,6,4,7,2,6.887552571664617,9.082052351674651
65.0,7,2003,0.0,0,1240,1240,1320,7.878912912297132,0,0,1,1,4,1,181,0,386,0,0,0,12.491172637278908,3,2,2,3,2,1,3,1,3,2,2,3,3,3,1,2,3,2,2,3,1,2,1,3,130,0,1.5,386,293.3333333333333,3.0,4,5,7,3,7.1853870155804165,9.367429587218957
59.0,5,1996,338.0,0,801,1720,0,7.450660796211539,1,0,2,0,3,1,240,56,154,0,0,0,12.46997418931655,4,2,7,1,2,1,3,2,4,3,2,4,3,5,2,2,3,3,4,3,3,2,1,3,15,3676,3.0,210,215.0,3.0,6,4,7,2,7.450079569807499,9.268043082104471
50.0,3,1950,0.0,0,0,0,441,7.333023014386481,0,0,2,0,4,1,92,0,185,0,0,0,11.49272275765271,4,1,2,1,1,1,2,1,1,1,1,1,1,3,1,1,2,2,2,3,1,2,1,2,65,0,2.0,185,152.9,4.0,3,1,4,1,6.992096427415888,9.036701015565063
55.0,7,2004,0.0,0,576,576,348,7.039660349862076,0,0,1,0,3,1,0,160,0,0,0,0,11.477298287327077,3,1,2,1,1,1,2,1,3,2,2,3,3,4,2,2,2,1,1,1,1,2,1,2,101,0,1.0,160,142.5,3.0,2,1,4,0,6.674561391814426,9.082620630373812
0.0,5,2003,0.0,0,660,660,660,7.186144304522325,0,0,2,1,3,1,0,48,0,0,0,0,11.99535161421452,4,1,4,3,1,1,3,2,4,3,2,3,3,5,2,2,3,3,4,3,3,2,1,4,5,0,2.5,48,188.57142857142858,2.0,6,1,7,2,6.492239835020471,8.955577146281511
79.0,5,1997,0.0,0,279,1479,0,7.3098814858247865,1,0,2,0,3,1,168,27,0,0,0,0,12.287652632522597,4,2,5,1,1,1,2,2,4,3,5,4,3,5,2,2,3,3,3,3,3,2,1,3,10,4800,3.0,27,213.42857142857142,2.0,6,1,6,2,7.309212365692763,9.13097243659261
80.0,5,2005,178.0,0,1030,1030,1060,7.649216319820633,0,0,2,1,3,1,192,52,0,0,0,0,12.526342907575106,4,1,7,3,1,1,3,2,4,3,3,3,3,4,2,2,4,3,3,3,3,2,1,4,2,0,2.5,52,233.11111111111111,4.0,6,5,8,3,6.945051063725834,9.234154550075438
61.0,8,2005,0.0,472,115,1026,0,6.934397209928558,1,0,1,0,3,1,171,48,0,0,0,0,11.957611286231675,4,1,3,1,1,1,2,1,3,3,2,4,2,4,2,2,3,2,3,3,3,2,1,3,41,1756,2.0,48,171.0,1.0,4,1,6,2,6.933423025730715,8.97853441008332
34.0,5,1999,894.0,0,348,729,729,7.294377299288821,0,0,2,1,3,1,0,24,0,0,0,0,12.058152515453552,5,1,6,3,1,1,2,2,4,3,2,4,3,4,2,2,2,2,2,3,3,2,1,2,11,1524,2.5,24,210.14285714285714,2.0,2,1,6,2,6.60934924316738,8.080546965824498
68.0,5,2007,0.0,0,846,866,902,7.478169694159785,0,0,2,1,3,1,144,105,0,0,0,0,12.26434155365415,4,2,5,3,1,1,3,2,4,3,4,4,3,5,2,2,3,3,3,3,3,2,1,4,3,80,2.5,105,221.0,3.0,6,1,8,2,6.763884908562435,9.284519770150434
0.0,5,1978,328.0,0,234,672,714,7.234898420314831,0,0,2,1,3,1,335,0,0,0,0,0,11.976030352524807,4,2,3,3,2,1,2,1,3,3,3,3,3,3,2,2,2,3,4,3,3,2,1,4,33,1314,2.5,0,198.0,2.0,3,4,6,2,6.51025834052315,9.360224821513475
24.0,5,1999,360.0,0,195,744,744,7.31455283232408,0,0,2,1,3,1,0,0,0,0,0,0,12.097373228606832,5,1,6,3,1,1,2,2,4,3,2,3,3,4,2,2,2,2,2,3,3,2,1,2,10,1647,2.5,0,214.42857142857142,2.0,2,1,7,2,6.6293632534374485,7.732369222284388
65.0,5,1995,513.0,64,1198,1318,1203,7.836764783264067,0,0,2,1,4,1,222,98,0,0,0,0,12.577636201962656,4,2,7,3,1,1,3,2,4,3,4,2,3,5,2,2,3,3,3,3,3,2,1,4,13,112,2.5,98,253.1,4.0,6,4,8,3,7.191429330036379,9.413934064045677
70.0,6,1959,0.0,0,252,864,0,6.762729506931879,0,0,1,0,2,1,0,0,0,0,0,450,11.755871643580617,4,1,3,1,2,1,2,1,3,3,2,3,3,5,2,2,2,2,2,5,3,2,1,3,51,1836,1.0,0,144.0,2.0,2,1,6,1,6.761572768804055,9.116139576577355
60.0,5,1950,0.0,0,740,1145,0,7.171656822768514,0,0,1,0,2,1,0,0,0,0,0,0,11.512925464970229,3,1,2,1,1,1,2,2,3,3,3,2,3,3,2,2,1,2,2,3,3,2,1,1,86,810,1.0,0,216.83333333333334,2.0,2,1,5,2,7.170888478512505,8.841014310483892
